,Waktu,ID,Username,Text,remove_user,remove_b,remove_http,remove_RT,teks_tokenisasi,Tweet,Label
73,5/9/2021 23:49,"1,39E+18",Cuci tangan jangan lupa!,b'RT @oxfara: Sekolah mau dibuka tapi angka kasus kematian anak krn COVID di \xf0\x9f\x87\xae\xf0\x9f\x87\xa9 salah satu yg paling tinggi &amp; cakupan vaksin blm seberapa. \nK\xe2\x80\xa6',b'RT : Sekolah mau dibuka tapi angka kasus kematian anak krn COVID di \xf0\x9f\x87\xae\xf0\x9f\x87\xa9 salah satu yg paling tinggi &amp; cakupan vaksin blm seberapa. \nK\xe2\x80\xa6',RT : Sekolah mau dibuka tapi angka kasus kematian anak krn COVID di \xf0\x9f\x87\xae\xf0\x9f\x87\xa9 salah satu yg paling tinggi &amp; cakupan vaksin blm seberapa. \nK\xe2\x80\xa6',RT : Sekolah mau dibuka tapi angka kasus kematian anak krn COVID di \xf0\x9f\x87\xae\xf0\x9f\x87\xa9 salah satu yg paling tinggi &amp; cakupan vaksin blm seberapa. \nK\xe2\x80\xa6',Sekolah mau dibuka tapi angka kasus kematian anak krn COVID di \xf0\x9f\x87\xae\xf0\x9f\x87\xa9 salah satu yg paling tinggi &amp; cakupan vaksin blm seberapa. \nK\xe2\x80\xa6',"['', 'sekolah', 'mau', 'dibuka', 'tapi', 'angka', 'kasus', 'kematian', 'anak', 'krn', 'covid', 'di', 'xf0', 'x9f', 'x87', 'xae', 'xf0', 'x9f', 'x87', 'xa9', 'salah', 'satu', 'yg', 'paling', 'tinggi', 'amp', 'cakupan', 'vaksin', 'blm', 'seberapa', 'nk', 'xe2', 'x80', 'xa6', '']",sekolah mau dibuka tapi angka kasus kematian anak krn covid di xf0 x9f x87 xae xf0 x9f x87 xa9 salah satu yg paling tinggi amp cakupan vaksin blm seberapa nk xe2 x80 xa6,positif
74,5/9/2021 23:49,"1,39E+18",Rafy Rabany,"b'Anjir semalem tidur cuma 3 jam, lupaa bgt kalo hari ini vaksin 1st dose \xf0\x9f\x99\x82\xf0\x9f\x99\x82\xf0\x9f\x99\x82'","b'Anjir semalem tidur cuma 3 jam, lupaa bgt kalo hari ini vaksin 1st dose \xf0\x9f\x99\x82\xf0\x9f\x99\x82\xf0\x9f\x99\x82'","Anjir semalem tidur cuma 3 jam, lupaa bgt kalo hari ini vaksin 1st dose \xf0\x9f\x99\x82\xf0\x9f\x99\x82\xf0\x9f\x99\x82'","Anjir semalem tidur cuma 3 jam, lupaa bgt kalo hari ini vaksin 1st dose \xf0\x9f\x99\x82\xf0\x9f\x99\x82\xf0\x9f\x99\x82'",Anjir semalem tidur cuma 3 jam lupaa bgt kalo hari ini vaksin 1st dose \xf0\x9f\x99\x82\xf0\x9f\x99\x82\xf0\x9f\x99\x82',"['anjir', 'semalem', 'tidur', 'cuma', '3', 'jam', 'lupaa', 'bgt', 'kalo', 'hari', 'ini', 'vaksin', '1st', 'dose', 'xf0', 'x9f', 'x99', 'x82', 'xf0', 'x9f', 'x99', 'x82', 'xf0', 'x9f', 'x99', 'x82', '']",anjir semalem tidur cuma 3 jam lupaa bgt kalo hari ini vaksin 1st dose xf0 x9f x99 x82 xf0 x9f x99 x82 xf0 x9f x99 x82,negatif
75,5/9/2021 23:49,"1,39E+18",minicooper94,b'RT @Amshar_Aziz: Cadangan kepada kerajaan\n\nLantik seorang sahaja jurucakap.\n\nKita tak nak harini KJ cakap tak perlu surat Pdrm untuk vaksin\xe2\x80\xa6',b'RT : Cadangan kepada kerajaan\n\nLantik seorang sahaja jurucakap.\n\nKita tak nak harini KJ cakap tak perlu surat Pdrm untuk vaksin\xe2\x80\xa6',RT : Cadangan kepada kerajaan\n\nLantik seorang sahaja jurucakap.\n\nKita tak nak harini KJ cakap tak perlu surat Pdrm untuk vaksin\xe2\x80\xa6',RT : Cadangan kepada kerajaan\n\nLantik seorang sahaja jurucakap.\n\nKita tak nak harini KJ cakap tak perlu surat Pdrm untuk vaksin\xe2\x80\xa6',Cadangan kepada kerajaan\n\nLantik seorang sahaja jurucakap.\n\nKita tak nak harini KJ cakap tak perlu surat Pdrm untuk vaksin\xe2\x80\xa6',"['', 'cadangan', 'kepada', 'kerajaan', 'n', 'nlantik', 'seorang', 'sahaja', 'jurucakap', 'n', 'nkita', 'tak', 'nak', 'harini', 'kj', 'cakap', 'tak', 'perlu', 'surat', 'pdrm', 'untuk', 'vaksin', 'xe2', 'x80', 'xa6', '']",cadangan kepada kerajaan n nlantik seorang sahaja jurucakap n nkita tak nak harini kj cakap tak perlu surat pdrm untuk vaksin xe2 x80 xa6,positif
76,5/9/2021 23:49,"1,39E+18",MaxAgus,"b'RT @Wedhus999: R1a : YM\nJ : Arab, Yahudi\nKok di Australia C, itu Aborigin, sebelum R1a datang.\nJuga Amerika Q, itu suku asli sebelum R1a me\xe2\x80\xa6'","b'RT : R1a : YM\nJ : Arab, Yahudi\nKok di Australia C, itu Aborigin, sebelum R1a datang.\nJuga Amerika Q, itu suku asli sebelum R1a me\xe2\x80\xa6'","RT : R1a : YM\nJ : Arab, Yahudi\nKok di Australia C, itu Aborigin, sebelum R1a datang.\nJuga Amerika Q, itu suku asli sebelum R1a me\xe2\x80\xa6'","RT : R1a : YM\nJ : Arab, Yahudi\nKok di Australia C, itu Aborigin, sebelum R1a datang.\nJuga Amerika Q, itu suku asli sebelum R1a me\xe2\x80\xa6'",R1a  YM\nJ  Arab Yahudi\nKok di Australia C itu Aborigin sebelum R1a datang.\nJuga Amerika Q itu suku asli sebelum R1a me\xe2\x80\xa6',"['', 'r1a', 'ym', 'nj', 'arab', 'yahudi', 'nkok', 'di', 'australia', 'c', 'itu', 'aborigin', 'sebelum', 'r1a', 'datang', 'njuga', 'amerika', 'q', 'itu', 'suku', 'asli', 'sebelum', 'r1a', 'me', 'xe2', 'x80', 'xa6', '']",r1a ym nj arab yahudi nkok di australia c itu aborigin sebelum r1a datang njuga amerika q itu suku asli sebelum r1a me xe2 x80 xa6,negatif
77,5/9/2021 23:49,"1,39E+18",âœ¨Princess Chigiriâœ¨,"b'RT @aimanzom: Gov: untuk mendaftar vaksin, sila klik\nKlatey: demo suruh kelik kito kelik'","b'RT : Gov: untuk mendaftar vaksin, sila klik\nKlatey: demo suruh kelik kito kelik'","RT : Gov: untuk mendaftar vaksin, sila klik\nKlatey: demo suruh kelik kito kelik'","RT : Gov: untuk mendaftar vaksin, sila klik\nKlatey: demo suruh kelik kito kelik'",Gov untuk mendaftar vaksin sila klik\nKlatey demo suruh kelik kito kelik',"['', 'gov', 'untuk', 'mendaftar', 'vaksin', 'sila', 'klik', 'nklatey', 'demo', 'suruh', 'kelik', 'kito', 'kelik', '']",gov untuk mendaftar vaksin sila klik nklatey demo suruh kelik kito kelik,positif
78,5/9/2021 23:48,"1,39E+18",Indrajathie aziz,b'RT @oxfara: Sekolah mau dibuka tapi angka kasus kematian anak krn COVID di \xf0\x9f\x87\xae\xf0\x9f\x87\xa9 salah satu yg paling tinggi &amp; cakupan vaksin blm seberapa. \nK\xe2\x80\xa6',b'RT : Sekolah mau dibuka tapi angka kasus kematian anak krn COVID di \xf0\x9f\x87\xae\xf0\x9f\x87\xa9 salah satu yg paling tinggi &amp; cakupan vaksin blm seberapa. \nK\xe2\x80\xa6',RT : Sekolah mau dibuka tapi angka kasus kematian anak krn COVID di \xf0\x9f\x87\xae\xf0\x9f\x87\xa9 salah satu yg paling tinggi &amp; cakupan vaksin blm seberapa. \nK\xe2\x80\xa6',RT : Sekolah mau dibuka tapi angka kasus kematian anak krn COVID di \xf0\x9f\x87\xae\xf0\x9f\x87\xa9 salah satu yg paling tinggi &amp; cakupan vaksin blm seberapa. \nK\xe2\x80\xa6',Sekolah mau dibuka tapi angka kasus kematian anak krn COVID di \xf0\x9f\x87\xae\xf0\x9f\x87\xa9 salah satu yg paling tinggi &amp; cakupan vaksin blm seberapa. \nK\xe2\x80\xa6',"['', 'sekolah', 'mau', 'dibuka', 'tapi', 'angka', 'kasus', 'kematian', 'anak', 'krn', 'covid', 'di', 'xf0', 'x9f', 'x87', 'xae', 'xf0', 'x9f', 'x87', 'xa9', 'salah', 'satu', 'yg', 'paling', 'tinggi', 'amp', 'cakupan', 'vaksin', 'blm', 'seberapa', 'nk', 'xe2', 'x80', 'xa6', '']",sekolah mau dibuka tapi angka kasus kematian anak krn covid di xf0 x9f x87 xae xf0 x9f x87 xa9 salah satu yg paling tinggi amp cakupan vaksin blm seberapa nk xe2 x80 xa6,positif
79,5/9/2021 23:48,"1,39E+18",:á´…á´€É´,b'mari bersiap untuk vaksin dulu~',b'mari bersiap untuk vaksin dulu~',mari bersiap untuk vaksin dulu~',mari bersiap untuk vaksin dulu~',mari bersiap untuk vaksin dulu~',"['mari', 'bersiap', 'untuk', 'vaksin', 'dulu', '']",mari bersiap untuk vaksin dulu,positif
80,5/9/2021 23:48,"1,39E+18",BlogDokter,"b'RT @dokterimun_id: Besok kita bicarakan vaksinasi #covid19 lagi yuk. Ada yang baru? Tentu saja, vaksin #sinopharm baru masuk dan sudah masu\xe2\x80\xa6'","b'RT : Besok kita bicarakan vaksinasi #covid19 lagi yuk. Ada yang baru? Tentu saja, vaksin #sinopharm baru masuk dan sudah masu\xe2\x80\xa6'","RT : Besok kita bicarakan vaksinasi #covid19 lagi yuk. Ada yang baru? Tentu saja, vaksin #sinopharm baru masuk dan sudah masu\xe2\x80\xa6'","RT : Besok kita bicarakan vaksinasi #covid19 lagi yuk. Ada yang baru? Tentu saja, vaksin #sinopharm baru masuk dan sudah masu\xe2\x80\xa6'",Besok kita bicarakan vaksinasi covid19 lagi yuk. Ada yang baru? Tentu saja vaksin sinopharm baru masuk dan sudah masu\xe2\x80\xa6',"['', 'besok', 'kita', 'bicarakan', 'vaksinasi', 'covid19', 'lagi', 'yuk', 'ada', 'yang', 'baru', 'tentu', 'saja', 'vaksin', 'sinopharm', 'baru', 'masuk', 'dan', 'sudah', 'masu', 'xe2', 'x80', 'xa6', '']",besok kita bicarakan vaksinasi covid19 lagi yuk ada yang baru tentu saja vaksin sinopharm baru masuk dan sudah masu xe2 x80 xa6,positif
81,5/9/2021 23:48,"1,39E+18",Hiken,"b'RT @frnrhm: Gov patut buat iklan sebarkan dekat semua tv how vaksin works, termasuk implications, apa jadi kalau tak ramai org amik vaksin.\xe2\x80\xa6'","b'RT : Gov patut buat iklan sebarkan dekat semua tv how vaksin works, termasuk implications, apa jadi kalau tak ramai org amik vaksin.\xe2\x80\xa6'","RT : Gov patut buat iklan sebarkan dekat semua tv how vaksin works, termasuk implications, apa jadi kalau tak ramai org amik vaksin.\xe2\x80\xa6'","RT : Gov patut buat iklan sebarkan dekat semua tv how vaksin works, termasuk implications, apa jadi kalau tak ramai org amik vaksin.\xe2\x80\xa6'",Gov patut buat iklan sebarkan dekat semua tv how vaksin works termasuk implications apa jadi kalau tak ramai org amik vaksin.\xe2\x80\xa6',"['', 'gov', 'patut', 'buat', 'iklan', 'sebarkan', 'dekat', 'semua', 'tv', 'how', 'vaksin', 'works', 'termasuk', 'implications', 'apa', 'jadi', 'kalau', 'tak', 'ramai', 'org', 'amik', 'vaksin', 'xe2', 'x80', 'xa6', '']",gov patut buat iklan sebarkan dekat semua tv how vaksin works termasuk implications apa jadi kalau tak ramai org amik vaksin xe2 x80 xa6,positif
82,5/9/2021 23:47,"1,39E+18",kapz,b'@JRenggana Ajegile pumpingnya pake ngeluncurin satelit bukan berita vaksin \xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3',b' Ajegile pumpingnya pake ngeluncurin satelit bukan berita vaksin \xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3',Ajegile pumpingnya pake ngeluncurin satelit bukan berita vaksin \xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3',Ajegile pumpingnya pake ngeluncurin satelit bukan berita vaksin \xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3',Ajegile pumpingnya pake ngeluncurin satelit bukan berita vaksin \xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3',"['', 'ajegile', 'pumpingnya', 'pake', 'ngeluncurin', 'satelit', 'bukan', 'berita', 'vaksin', 'xf0', 'x9f', 'xa4', 'xa3', 'xf0', 'x9f', 'xa4', 'xa3', 'xf0', 'x9f', 'xa4', 'xa3', 'xf0', 'x9f', 'xa4', 'xa3', 'xf0', 'x9f', 'xa4', 'xa3', '']",ajegile pumpingnya pake ngeluncurin satelit bukan berita vaksin xf0 x9f xa4 xa3 xf0 x9f xa4 xa3 xf0 x9f xa4 xa3 xf0 x9f xa4 xa3 xf0 x9f xa4 xa3,positif
83,5/9/2021 23:47,"1,39E+18",Every Issue Is Health Issue,b'Sekolah mau dibuka tapi angka kasus kematian anak krn COVID di \xf0\x9f\x87\xae\xf0\x9f\x87\xa9 salah satu yg paling tinggi &amp; cakupan vaksin blm\xe2\x80\xa6 https://t.co/uYErkJgviy',b'Sekolah mau dibuka tapi angka kasus kematian anak krn COVID di \xf0\x9f\x87\xae\xf0\x9f\x87\xa9 salah satu yg paling tinggi &amp; cakupan vaksin blm\xe2\x80\xa6 https://t.co/uYErkJgviy',Sekolah mau dibuka tapi angka kasus kematian anak krn COVID di \xf0\x9f\x87\xae\xf0\x9f\x87\xa9 salah satu yg paling tinggi &amp; cakupan vaksin blm\xe2\x80\xa6 https://t.co/uYErkJgviy',Sekolah mau dibuka tapi angka kasus kematian anak krn COVID di \xf0\x9f\x87\xae\xf0\x9f\x87\xa9 salah satu yg paling tinggi &amp; cakupan vaksin blm\xe2\x80\xa6,Sekolah mau dibuka tapi angka kasus kematian anak krn COVID di \xf0\x9f\x87\xae\xf0\x9f\x87\xa9 salah satu yg paling tinggi &amp; cakupan vaksin blm\xe2\x80\xa6,"['sekolah', 'mau', 'dibuka', 'tapi', 'angka', 'kasus', 'kematian', 'anak', 'krn', 'covid', 'di', 'xf0', 'x9f', 'x87', 'xae', 'xf0', 'x9f', 'x87', 'xa9', 'salah', 'satu', 'yg', 'paling', 'tinggi', 'amp', 'cakupan', 'vaksin', 'blm', 'xe2', 'x80', 'xa6', '']",sekolah mau dibuka tapi angka kasus kematian anak krn covid di xf0 x9f x87 xae xf0 x9f x87 xa9 salah satu yg paling tinggi amp cakupan vaksin blm xe2 x80 xa6,positif
84,5/9/2021 23:47,"1,39E+18",shzx_,"b'RT @fahimmaroo: Kot ye pun nak buat iklan untuk kesedaran vaksin, buat la dalam bahasa melayu. Letak la orang tua dalam iklan tu. Ramai jug\xe2\x80\xa6'","b'RT : Kot ye pun nak buat iklan untuk kesedaran vaksin, buat la dalam bahasa melayu. Letak la orang tua dalam iklan tu. Ramai jug\xe2\x80\xa6'","RT : Kot ye pun nak buat iklan untuk kesedaran vaksin, buat la dalam bahasa melayu. Letak la orang tua dalam iklan tu. Ramai jug\xe2\x80\xa6'","RT : Kot ye pun nak buat iklan untuk kesedaran vaksin, buat la dalam bahasa melayu. Letak la orang tua dalam iklan tu. Ramai jug\xe2\x80\xa6'",Kot ye pun nak buat iklan untuk kesedaran vaksin buat la dalam bahasa melayu. Letak la orang tua dalam iklan tu. Ramai jug\xe2\x80\xa6',"['', 'kot', 'ye', 'pun', 'nak', 'buat', 'iklan', 'untuk', 'kesedaran', 'vaksin', 'buat', 'la', 'dalam', 'bahasa', 'melayu', 'letak', 'la', 'orang', 'tua', 'dalam', 'iklan', 'tu', 'ramai', 'jug', 'xe2', 'x80', 'xa6', '']",kot ye pun nak buat iklan untuk kesedaran vaksin buat la dalam bahasa melayu letak la orang tua dalam iklan tu ramai jug xe2 x80 xa6,positif
85,5/9/2021 23:47,"1,39E+18",Chilbong,"b""RT @aisha_adam: @nazirulbonny Sebab tweet asal terlepas 'meraikan' 2 orang wanita yang berjalan kaki 100 km semata-mata utk vaksin. Sedangk\xe2\x80\xa6""","b""RT :  Sebab tweet asal terlepas 'meraikan' 2 orang wanita yang berjalan kaki 100 km semata-mata utk vaksin. Sedangk\xe2\x80\xa6""","b""RT :  Sebab tweet asal terlepas 'meraikan' 2 orang wanita yang berjalan kaki 100 km semata-mata utk vaksin. Sedangk\xe2\x80\xa6""","b""RT :  Sebab tweet asal terlepas 'meraikan' 2 orang wanita yang berjalan kaki 100 km semata-mata utk vaksin. Sedangk\xe2\x80\xa6""","b""   Sebab tweet asal terlepas 'meraikan' 2 orang wanita yang berjalan kaki 100 km semata-mata utk vaksin. Sedangk\xe2\x80\xa6""","['b', 'sebab', 'tweet', 'asal', 'terlepas', 'meraikan', '2', 'orang', 'wanita', 'yang', 'berjalan', 'kaki', '100', 'km', 'semata', 'mata', 'utk', 'vaksin', 'sedangk', 'xe2', 'x80', 'xa6', '']",b sebab tweet asal terlepas meraikan 2 orang wanita yang berjalan kaki 100 km semata mata utk vaksin sedangk xe2 x80 xa6,positif
86,5/9/2021 23:47,"1,39E+18",fies,b'RT @Amshar_Aziz: Cadangan kepada kerajaan\n\nLantik seorang sahaja jurucakap.\n\nKita tak nak harini KJ cakap tak perlu surat Pdrm untuk vaksin\xe2\x80\xa6',b'RT : Cadangan kepada kerajaan\n\nLantik seorang sahaja jurucakap.\n\nKita tak nak harini KJ cakap tak perlu surat Pdrm untuk vaksin\xe2\x80\xa6',RT : Cadangan kepada kerajaan\n\nLantik seorang sahaja jurucakap.\n\nKita tak nak harini KJ cakap tak perlu surat Pdrm untuk vaksin\xe2\x80\xa6',RT : Cadangan kepada kerajaan\n\nLantik seorang sahaja jurucakap.\n\nKita tak nak harini KJ cakap tak perlu surat Pdrm untuk vaksin\xe2\x80\xa6',Cadangan kepada kerajaan\n\nLantik seorang sahaja jurucakap.\n\nKita tak nak harini KJ cakap tak perlu surat Pdrm untuk vaksin\xe2\x80\xa6',"['', 'cadangan', 'kepada', 'kerajaan', 'n', 'nlantik', 'seorang', 'sahaja', 'jurucakap', 'n', 'nkita', 'tak', 'nak', 'harini', 'kj', 'cakap', 'tak', 'perlu', 'surat', 'pdrm', 'untuk', 'vaksin', 'xe2', 'x80', 'xa6', '']",cadangan kepada kerajaan n nlantik seorang sahaja jurucakap n nkita tak nak harini kj cakap tak perlu surat pdrm untuk vaksin xe2 x80 xa6,positif
87,5/9/2021 23:46,"1,39E+18",Alep ã‚¢ãƒªãƒ•,"b'RT @frnrhm: Gov patut buat iklan sebarkan dekat semua tv how vaksin works, termasuk implications, apa jadi kalau tak ramai org amik vaksin.\xe2\x80\xa6'","b'RT : Gov patut buat iklan sebarkan dekat semua tv how vaksin works, termasuk implications, apa jadi kalau tak ramai org amik vaksin.\xe2\x80\xa6'","RT : Gov patut buat iklan sebarkan dekat semua tv how vaksin works, termasuk implications, apa jadi kalau tak ramai org amik vaksin.\xe2\x80\xa6'","RT : Gov patut buat iklan sebarkan dekat semua tv how vaksin works, termasuk implications, apa jadi kalau tak ramai org amik vaksin.\xe2\x80\xa6'",Gov patut buat iklan sebarkan dekat semua tv how vaksin works termasuk implications apa jadi kalau tak ramai org amik vaksin.\xe2\x80\xa6',"['', 'gov', 'patut', 'buat', 'iklan', 'sebarkan', 'dekat', 'semua', 'tv', 'how', 'vaksin', 'works', 'termasuk', 'implications', 'apa', 'jadi', 'kalau', 'tak', 'ramai', 'org', 'amik', 'vaksin', 'xe2', 'x80', 'xa6', '']",gov patut buat iklan sebarkan dekat semua tv how vaksin works termasuk implications apa jadi kalau tak ramai org amik vaksin xe2 x80 xa6,positif
88,5/9/2021 23:46,"1,39E+18",Afif,b'RT @wanariefimran: This MCA deputy minister idiot tweeted about covid hoax tapi bila bab dapat vaksin dia paling laju mengalahkan orang yan\xe2\x80\xa6',b'RT : This MCA deputy minister idiot tweeted about covid hoax tapi bila bab dapat vaksin dia paling laju mengalahkan orang yan\xe2\x80\xa6',RT : This MCA deputy minister idiot tweeted about covid hoax tapi bila bab dapat vaksin dia paling laju mengalahkan orang yan\xe2\x80\xa6',RT : This MCA deputy minister idiot tweeted about covid hoax tapi bila bab dapat vaksin dia paling laju mengalahkan orang yan\xe2\x80\xa6',This MCA deputy minister idiot tweeted about covid hoax tapi bila bab dapat vaksin dia paling laju mengalahkan orang yan\xe2\x80\xa6',"['', 'this', 'mca', 'deputy', 'minister', 'idiot', 'tweeted', 'about', 'covid', 'hoax', 'tapi', 'bila', 'bab', 'dapat', 'vaksin', 'dia', 'paling', 'laju', 'mengalahkan', 'orang', 'yan', 'xe2', 'x80', 'xa6', '']",this mca deputy minister idiot tweeted about covid hoax tapi bila bab dapat vaksin dia paling laju mengalahkan orang yan xe2 x80 xa6,positif
89,5/9/2021 23:46,"1,39E+18",Atun Ahmad,b'RT @pendekyangnakal: @JazeeraJulaili MELAYU sibuk duk telan supplemen merapu meraban &amp; petua yang mengarut! Rela habiskan duit pi try petua\xe2\x80\xa6',b'RT :  MELAYU sibuk duk telan supplemen merapu meraban &amp; petua yang mengarut! Rela habiskan duit pi try petua\xe2\x80\xa6',RT :  MELAYU sibuk duk telan supplemen merapu meraban &amp; petua yang mengarut! Rela habiskan duit pi try petua\xe2\x80\xa6',RT :  MELAYU sibuk duk telan supplemen merapu meraban &amp; petua yang mengarut! Rela habiskan duit pi try petua\xe2\x80\xa6',MELAYU sibuk duk telan supplemen merapu meraban &amp; petua yang mengarut! Rela habiskan duit pi try petua\xe2\x80\xa6',"['', 'melayu', 'sibuk', 'duk', 'telan', 'supplemen', 'merapu', 'meraban', 'amp', 'petua', 'yang', 'mengarut', 'rela', 'habiskan', 'duit', 'pi', 'try', 'petua', 'xe2', 'x80', 'xa6', '']",melayu sibuk duk telan supplemen merapu meraban amp petua yang mengarut rela habiskan duit pi try petua xe2 x80 xa6,positif
90,5/9/2021 23:46,"1,39E+18",ðŸ˜ª,b'@yanakhairuddin Sebenarnya kita selalu lupa pada satu perkara.\nDah tau taknak vaksin takyah hasut orang bangkek. Ka\xe2\x80\xa6 https://t.co/Xk9gZpa2Mu',b' Sebenarnya kita selalu lupa pada satu perkara.\nDah tau taknak vaksin takyah hasut orang bangkek. Ka\xe2\x80\xa6 https://t.co/Xk9gZpa2Mu',Sebenarnya kita selalu lupa pada satu perkara.\nDah tau taknak vaksin takyah hasut orang bangkek. Ka\xe2\x80\xa6 https://t.co/Xk9gZpa2Mu',Sebenarnya kita selalu lupa pada satu perkara.\nDah tau taknak vaksin takyah hasut orang bangkek. Ka\xe2\x80\xa6,Sebenarnya kita selalu lupa pada satu perkara.\nDah tau taknak vaksin takyah hasut orang bangkek. Ka\xe2\x80\xa6,"['', 'sebenarnya', 'kita', 'selalu', 'lupa', 'pada', 'satu', 'perkara', 'ndah', 'tau', 'taknak', 'vaksin', 'takyah', 'hasut', 'orang', 'bangkek', 'ka', 'xe2', 'x80', 'xa6', '']",sebenarnya kita selalu lupa pada satu perkara ndah tau taknak vaksin takyah hasut orang bangkek ka xe2 x80 xa6,positif
91,5/9/2021 23:46,"1,39E+18",Edz,"b'RT @aimanzom: Gov: untuk mendaftar vaksin, sila klik\nKlatey: demo suruh kelik kito kelik'","b'RT : Gov: untuk mendaftar vaksin, sila klik\nKlatey: demo suruh kelik kito kelik'","RT : Gov: untuk mendaftar vaksin, sila klik\nKlatey: demo suruh kelik kito kelik'","RT : Gov: untuk mendaftar vaksin, sila klik\nKlatey: demo suruh kelik kito kelik'",Gov untuk mendaftar vaksin sila klik\nKlatey demo suruh kelik kito kelik',"['', 'gov', 'untuk', 'mendaftar', 'vaksin', 'sila', 'klik', 'nklatey', 'demo', 'suruh', 'kelik', 'kito', 'kelik', '']",gov untuk mendaftar vaksin sila klik nklatey demo suruh kelik kito kelik,positif
92,5/9/2021 23:46,"1,39E+18",Rio ayong,b'RT @yusuf_dumdum: Saya punya KTp dan KK masih nunggu giliran belum divaksin. Malah SJW cs yg nolak vaksin kegirangan dapat vaksin duluan. A\xe2\x80\xa6',b'RT : Saya punya KTp dan KK masih nunggu giliran belum divaksin. Malah SJW cs yg nolak vaksin kegirangan dapat vaksin duluan. A\xe2\x80\xa6',RT : Saya punya KTp dan KK masih nunggu giliran belum divaksin. Malah SJW cs yg nolak vaksin kegirangan dapat vaksin duluan. A\xe2\x80\xa6',RT : Saya punya KTp dan KK masih nunggu giliran belum divaksin. Malah SJW cs yg nolak vaksin kegirangan dapat vaksin duluan. A\xe2\x80\xa6',Saya punya KTp dan KK masih nunggu giliran belum divaksin. Malah SJW cs yg nolak vaksin kegirangan dapat vaksin duluan. A\xe2\x80\xa6',"['', 'saya', 'punya', 'ktp', 'dan', 'kk', 'masih', 'nunggu', 'giliran', 'belum', 'divaksin', 'malah', 'sjw', 'cs', 'yg', 'nolak', 'vaksin', 'kegirangan', 'dapat', 'vaksin', 'duluan', 'a', 'xe2', 'x80', 'xa6', '']",saya punya ktp dan kk masih nunggu giliran belum divaksin malah sjw cs yg nolak vaksin kegirangan dapat vaksin duluan a xe2 x80 xa6,positif
93,5/9/2021 23:46,"1,39E+18",ð“ªð“¶ð“²ð“­ð“ªð“µð“ª ðŸŒ»,"b'RT @fahimmaroo: Kot ye pun nak buat iklan untuk kesedaran vaksin, buat la dalam bahasa melayu. Letak la orang tua dalam iklan tu. Ramai jug\xe2\x80\xa6'","b'RT : Kot ye pun nak buat iklan untuk kesedaran vaksin, buat la dalam bahasa melayu. Letak la orang tua dalam iklan tu. Ramai jug\xe2\x80\xa6'","RT : Kot ye pun nak buat iklan untuk kesedaran vaksin, buat la dalam bahasa melayu. Letak la orang tua dalam iklan tu. Ramai jug\xe2\x80\xa6'","RT : Kot ye pun nak buat iklan untuk kesedaran vaksin, buat la dalam bahasa melayu. Letak la orang tua dalam iklan tu. Ramai jug\xe2\x80\xa6'",Kot ye pun nak buat iklan untuk kesedaran vaksin buat la dalam bahasa melayu. Letak la orang tua dalam iklan tu. Ramai jug\xe2\x80\xa6',"['', 'kot', 'ye', 'pun', 'nak', 'buat', 'iklan', 'untuk', 'kesedaran', 'vaksin', 'buat', 'la', 'dalam', 'bahasa', 'melayu', 'letak', 'la', 'orang', 'tua', 'dalam', 'iklan', 'tu', 'ramai', 'jug', 'xe2', 'x80', 'xa6', '']",kot ye pun nak buat iklan untuk kesedaran vaksin buat la dalam bahasa melayu letak la orang tua dalam iklan tu ramai jug xe2 x80 xa6,positif
94,5/9/2021 23:44,"1,39E+18",-,b'Nih gatau beruntusan karna abis vaksin atau abis mens. Tapi ko mejendol kaya benjol',b'Nih gatau beruntusan karna abis vaksin atau abis mens. Tapi ko mejendol kaya benjol',Nih gatau beruntusan karna abis vaksin atau abis mens. Tapi ko mejendol kaya benjol',Nih gatau beruntusan karna abis vaksin atau abis mens. Tapi ko mejendol kaya benjol',Nih gatau beruntusan karna abis vaksin atau abis mens. Tapi ko mejendol kaya benjol',"['nih', 'gatau', 'beruntusan', 'karna', 'abis', 'vaksin', 'atau', 'abis', 'mens', 'tapi', 'ko', 'mejendol', 'kaya', 'benjol', '']",nih gatau beruntusan karna abis vaksin atau abis mens tapi ko mejendol kaya benjol,negatif
