ISO3,Location,DataId,Indicator,Value,Precision,DHS_CountryCode,CountryName,SurveyYear,SurveyId,IndicatorId,IndicatorOrder,IndicatorType,CharacteristicId,CharacteristicOrder,CharacteristicCategory,CharacteristicLabel,ByVariableId,ByVariableLabel,IsTotal,IsPreferred,SDRID,RegionId,SurveyYearLabel,SurveyType,DenominatorWeighted,DenominatorUnweighted,CILow,CIHigh
IDN,Bali,903818,Perinatal mortality rate (5 years),15,0,ID,Indonesia,1991,ID1991DHS,CM_PNMR_C_PMR,63236030,I,414007,1414070,Region,..Bali,0,,0,1,CMPNMRCPMR,IDDHS1991414007,1991,DHS,168,531,,
IDN,Outer Java-Bali I,959838,Perinatal mortality rate (5 years),28,0,ID,Indonesia,1991,ID1991DHS,CM_PNMR_C_PMR,63236030,I,414008,1414080,Region,Outer Java-Bali I,0,,0,1,CMPNMRCPMR,IDDHS1991414008,1991,DHS,4400,7331,,
IDN,DI Aceh,284593,Perinatal mortality rate (5 years),19,0,ID,Indonesia,1991,ID1991DHS,CM_PNMR_C_PMR,63236030,I,414009,1414090,Region,..DI Aceh,0,,0,1,CMPNMRCPMR,IDDHS1991414009,1991,DHS,293,598,,
IDN,North Sumatera,3096445,Perinatal mortality rate (5 years),33,0,ID,Indonesia,1991,ID1991DHS,CM_PNMR_C_PMR,63236030,I,414010,1414100,Region,..North Sumatera,0,,0,1,CMPNMRCPMR,IDDHS1991414010,1991,DHS,1042,1115,,
IDN,West Sumatera,282230,Perinatal mortality rate (5 years),32,0,ID,Indonesia,1991,ID1991DHS,CM_PNMR_C_PMR,63236030,I,414011,1414110,Region,..West Sumatera,0,,0,1,CMPNMRCPMR,IDDHS1991414011,1991,DHS,372,783,,
IDN,South Sumatera,3129011,Perinatal mortality rate (5 years),17,0,ID,Indonesia,1991,ID1991DHS,CM_PNMR_C_PMR,63236030,I,414012,1414120,Region,..South Sumatera,0,,0,1,CMPNMRCPMR,IDDHS1991414012,1991,DHS,649,908,,
IDN,Lampung,2753521,Perinatal mortality rate (5 years),27,0,ID,Indonesia,1991,ID1991DHS,CM_PNMR_C_PMR,63236030,I,414014,1414140,Region,..Lampung,0,,0,1,CMPNMRCPMR,IDDHS1991414014,1991,DHS,482,702,,
IDN,West Nusa Tenggara,2740970,Perinatal mortality rate (5 years),36,0,ID,Indonesia,1991,ID1991DHS,CM_PNMR_C_PMR,63236030,I,414015,1414150,Region,..West Nusa Tenggara,0,,0,1,CMPNMRCPMR,IDDHS1991414015,1991,DHS,334,797,,
IDN,West Kalimantan,284905,Perinatal mortality rate (5 years),33,0,ID,Indonesia,1991,ID1991DHS,CM_PNMR_C_PMR,63236030,I,414016,1414160,Region,..West Kalimantan,0,,0,1,CMPNMRCPMR,IDDHS1991414016,1991,DHS,342,748,,
IDN,South Kalimantan,2908395,Perinatal mortality rate (5 years),34,0,ID,Indonesia,1991,ID1991DHS,CM_PNMR_C_PMR,63236030,I,414017,1414170,Region,..South Kalimantan,0,,0,1,CMPNMRCPMR,IDDHS1991414017,1991,DHS,203,502,,
IDN,North Sulawesi,616288,Perinatal mortality rate (5 years),27,0,ID,Indonesia,1991,ID1991DHS,CM_PNMR_C_PMR,63236030,I,414019,1414190,Region,..North Sulawesi,0,,0,1,CMPNMRCPMR,IDDHS1991414019,1991,DHS,127,334,,
IDN,South Sulawesi,282568,Perinatal mortality rate (5 years),26,0,ID,Indonesia,1991,ID1991DHS,CM_PNMR_C_PMR,63236030,I,414021,1414210,Region,..South Sulawesi,0,,0,1,CMPNMRCPMR,IDDHS1991414021,1991,DHS,557,844,,
IDN,Outer Java-Bali II,2690113,Perinatal mortality rate (5 years),25,0,ID,Indonesia,1991,ID1991DHS,CM_PNMR_C_PMR,63236030,I,414023,1414230,Region,Outer Java-Bali II,0,,0,1,CMPNMRCPMR,IDDHS1991414023,1991,DHS,2041,3989,,
IDN,Riau,3036674,Perinatal mortality rate (5 years),22,0,ID,Indonesia,1991,ID1991DHS,CM_PNMR_C_PMR,63236030,I,414024,1414240,Region,..Riau,0,,0,1,CMPNMRCPMR,IDDHS1991414024,1991,DHS,384,411,,
IDN,Jambi,283723,Perinatal mortality rate (5 years),50,0,ID,Indonesia,1991,ID1991DHS,CM_PNMR_C_PMR,63236030,I,414025,1414250,Region,..Jambi,0,,0,1,CMPNMRCPMR,IDDHS1991414025,1991,DHS,198,332,,
IDN,Bengkulu,903831,Perinatal mortality rate (5 years),25,0,ID,Indonesia,1991,ID1991DHS,CM_PNMR_C_PMR,63236030,I,414026,1414260,Region,..Bengkulu,0,,0,1,CMPNMRCPMR,IDDHS1991414026,1991,DHS,116,323,,
IDN,East Nusa Tenggara,2623983,Perinatal mortality rate (5 years),20,0,ID,Indonesia,1991,ID1991DHS,CM_PNMR_C_PMR,63236030,I,414027,1414270,Region,..East Nusa Tenggara,0,,0,1,CMPNMRCPMR,IDDHS1991414027,1991,DHS,301,355,,
IDN,East Timor,283716,Perinatal mortality rate (5 years),15,0,ID,Indonesia,1991,ID1991DHS,CM_PNMR_C_PMR,63236030,I,414028,1414280,Region,..East Timor,0,,0,1,CMPNMRCPMR,IDDHS1991414028,1991,DHS,114,556,,
IDN,Central Kalimantan,3090548,Perinatal mortality rate (5 years),7,0,ID,Indonesia,1991,ID1991DHS,CM_PNMR_C_PMR,63236030,I,414029,1414290,Region,..Central Kalimantan,0,,0,1,CMPNMRCPMR,IDDHS1991414029,1991,DHS,120,283,,
IDN,East Kalimantan (before 2017),282556,Perinatal mortality rate (5 years),35,0,ID,Indonesia,1991,ID1991DHS,CM_PNMR_C_PMR,63236030,I,414030,1414300,Region,..East Kalimantan (before 2017),0,,0,1,CMPNMRCPMR,IDDHS1991414030,1991,DHS,164,288,,
IDN,Central Sulawesi,3129019,Perinatal mortality rate (5 years),52,0,ID,Indonesia,1991,ID1991DHS,CM_PNMR_C_PMR,63236030,I,414031,1414310,Region,..Central Sulawesi,0,,0,1,CMPNMRCPMR,IDDHS1991414031,1991,DHS,164,349,,
IDN,Southeast Sulawesi,1139036,Perinatal mortality rate (5 years),12,0,ID,Indonesia,1991,ID1991DHS,CM_PNMR_C_PMR,63236030,I,414032,1414320,Region,..Southeast Sulawesi,0,,0,1,CMPNMRCPMR,IDDHS1991414032,1991,DHS,123,322,,
IDN,Maluku,2740972,Perinatal mortality rate (5 years),13,0,ID,Indonesia,1991,ID1991DHS,CM_PNMR_C_PMR,63236030,I,414034,1414340,Region,..Maluku,0,,0,1,CMPNMRCPMR,IDDHS1991414034,1991,DHS,214,459,,
IDN,Papua,494439,Perinatal mortality rate (5 years),16,0,ID,Indonesia,1991,ID1991DHS,CM_PNMR_C_PMR,63236030,I,414036,1414360,Region,..Papua,0,,0,1,CMPNMRCPMR,IDDHS1991414036,1991,DHS,141,311,,
IDN,Java-Bali,284620,Number of pregnancies of 7+ months duration,8175,0,ID,Indonesia,1991,ID1991DHS,CM_PNMR_C_NUM,63236040,D,414000,1414000,Region,Java-Bali,0,,0,1,CMPNMRCNUM,IDDHS1991414000,1991,DHS,,4507,,
IDN,DKI Jakarta,282309,Number of pregnancies of 7+ months duration,571,0,ID,Indonesia,1991,ID1991DHS,CM_PNMR_C_NUM,63236040,D,414001,1414010,Region,..DKI Jakarta,0,,0,1,CMPNMRCNUM,IDDHS1991414001,1991,DHS,,954,,
IDN,West Java,283432,Number of pregnancies of 7+ months duration,3083,0,ID,Indonesia,1991,ID1991DHS,CM_PNMR_C_NUM,63236040,D,414002,1414020,Region,..West Java,0,,0,1,CMPNMRCNUM,IDDHS1991414002,1991,DHS,,1043,,
IDN,Central Java,3911487,Number of pregnancies of 7+ months duration,2136,0,ID,Indonesia,1991,ID1991DHS,CM_PNMR_C_NUM,63236040,D,414003,1414030,Region,..Central Java,0,,0,1,CMPNMRCNUM,IDDHS1991414003,1991,DHS,,791,,
IDN,DI Yogyakarta,280172,Number of pregnancies of 7+ months duration,158,0,ID,Indonesia,1991,ID1991DHS,CM_PNMR_C_NUM,63236040,D,414004,1414040,Region,..DI Yogyakarta,0,,0,1,CMPNMRCNUM,IDDHS1991414004,1991,DHS,,515,,
IDN,East Java,3129010,Number of pregnancies of 7+ months duration,2058,0,ID,Indonesia,1991,ID1991DHS,CM_PNMR_C_NUM,63236040,D,414005,1414050,Region,..East Java,0,,0,1,CMPNMRCNUM,IDDHS1991414005,1991,DHS,,673,,
IDN,Bali,280171,Number of pregnancies of 7+ months duration,168,0,ID,Indonesia,1991,ID1991DHS,CM_PNMR_C_NUM,63236040,D,414007,1414070,Region,..Bali,0,,0,1,CMPNMRCNUM,IDDHS1991414007,1991,DHS,,531,,
IDN,Outer Java-Bali I,282225,Number of pregnancies of 7+ months duration,4400,0,ID,Indonesia,1991,ID1991DHS,CM_PNMR_C_NUM,63236040,D,414008,1414080,Region,Outer Java-Bali I,0,,0,1,CMPNMRCNUM,IDDHS1991414008,1991,DHS,,7331,,
IDN,DI Aceh,284601,Number of pregnancies of 7+ months duration,293,0,ID,Indonesia,1991,ID1991DHS,CM_PNMR_C_NUM,63236040,D,414009,1414090,Region,..DI Aceh,0,,0,1,CMPNMRCNUM,IDDHS1991414009,1991,DHS,,598,,
IDN,North Sumatera,3148809,Number of pregnancies of 7+ months duration,1042,0,ID,Indonesia,1991,ID1991DHS,CM_PNMR_C_NUM,63236040,D,414010,1414100,Region,..North Sumatera,0,,0,1,CMPNMRCNUM,IDDHS1991414010,1991,DHS,,1115,,
IDN,West Sumatera,282249,Number of pregnancies of 7+ months duration,372,0,ID,Indonesia,1991,ID1991DHS,CM_PNMR_C_NUM,63236040,D,414011,1414110,Region,..West Sumatera,0,,0,1,CMPNMRCNUM,IDDHS1991414011,1991,DHS,,783,,
IDN,South Sumatera,3129012,Number of pregnancies of 7+ months duration,649,0,ID,Indonesia,1991,ID1991DHS,CM_PNMR_C_NUM,63236040,D,414012,1414120,Region,..South Sumatera,0,,0,1,CMPNMRCNUM,IDDHS1991414012,1991,DHS,,908,,
IDN,Lampung,282558,Number of pregnancies of 7+ months duration,482,0,ID,Indonesia,1991,ID1991DHS,CM_PNMR_C_NUM,63236040,D,414014,1414140,Region,..Lampung,0,,0,1,CMPNMRCNUM,IDDHS1991414014,1991,DHS,,702,,
IDN,West Nusa Tenggara,283714,Number of pregnancies of 7+ months duration,334,0,ID,Indonesia,1991,ID1991DHS,CM_PNMR_C_NUM,63236040,D,414015,1414150,Region,..West Nusa Tenggara,0,,0,1,CMPNMRCNUM,IDDHS1991414015,1991,DHS,,797,,
IDN,West Kalimantan,284906,Number of pregnancies of 7+ months duration,342,0,ID,Indonesia,1991,ID1991DHS,CM_PNMR_C_NUM,63236040,D,414016,1414160,Region,..West Kalimantan,0,,0,1,CMPNMRCNUM,IDDHS1991414016,1991,DHS,,748,,
IDN,South Kalimantan,2949385,Number of pregnancies of 7+ months duration,203,0,ID,Indonesia,1991,ID1991DHS,CM_PNMR_C_NUM,63236040,D,414017,1414170,Region,..South Kalimantan,0,,0,1,CMPNMRCNUM,IDDHS1991414017,1991,DHS,,502,,
IDN,North Sulawesi,284898,Number of pregnancies of 7+ months duration,127,0,ID,Indonesia,1991,ID1991DHS,CM_PNMR_C_NUM,63236040,D,414019,1414190,Region,..North Sulawesi,0,,0,1,CMPNMRCNUM,IDDHS1991414019,1991,DHS,,334,,
IDN,South Sulawesi,282567,Number of pregnancies of 7+ months duration,557,0,ID,Indonesia,1991,ID1991DHS,CM_PNMR_C_NUM,63236040,D,414021,1414210,Region,..South Sulawesi,0,,0,1,CMPNMRCNUM,IDDHS1991414021,1991,DHS,,844,,
IDN,Outer Java-Bali II,286520,Number of pregnancies of 7+ months duration,2041,0,ID,Indonesia,1991,ID1991DHS,CM_PNMR_C_NUM,63236040,D,414023,1414230,Region,Outer Java-Bali II,0,,0,1,CMPNMRCNUM,IDDHS1991414023,1991,DHS,,3989,,
IDN,Riau,3134917,Number of pregnancies of 7+ months duration,384,0,ID,Indonesia,1991,ID1991DHS,CM_PNMR_C_NUM,63236040,D,414024,1414240,Region,..Riau,0,,0,1,CMPNMRCNUM,IDDHS1991414024,1991,DHS,,411,,
IDN,Jambi,283728,Number of pregnancies of 7+ months duration,198,0,ID,Indonesia,1991,ID1991DHS,CM_PNMR_C_NUM,63236040,D,414025,1414250,Region,..Jambi,0,,0,1,CMPNMRCNUM,IDDHS1991414025,1991,DHS,,332,,
IDN,Bengkulu,286521,Number of pregnancies of 7+ months duration,116,0,ID,Indonesia,1991,ID1991DHS,CM_PNMR_C_NUM,63236040,D,414026,1414260,Region,..Bengkulu,0,,0,1,CMPNMRCNUM,IDDHS1991414026,1991,DHS,,323,,
IDN,East Nusa Tenggara,282555,Number of pregnancies of 7+ months duration,301,0,ID,Indonesia,1991,ID1991DHS,CM_PNMR_C_NUM,63236040,D,414027,1414270,Region,..East Nusa Tenggara,0,,0,1,CMPNMRCNUM,IDDHS1991414027,1991,DHS,,355,,
IDN,East Timor,283710,Number of pregnancies of 7+ months duration,114,0,ID,Indonesia,1991,ID1991DHS,CM_PNMR_C_NUM,63236040,D,414028,1414280,Region,..East Timor,0,,0,1,CMPNMRCNUM,IDDHS1991414028,1991,DHS,,556,,
IDN,Central Kalimantan,3133292,Number of pregnancies of 7+ months duration,120,0,ID,Indonesia,1991,ID1991DHS,CM_PNMR_C_NUM,63236040,D,414029,1414290,Region,..Central Kalimantan,0,,0,1,CMPNMRCNUM,IDDHS1991414029,1991,DHS,,283,,
IDN,East Kalimantan (before 2017),282557,Number of pregnancies of 7+ months duration,164,0,ID,Indonesia,1991,ID1991DHS,CM_PNMR_C_NUM,63236040,D,414030,1414300,Region,..East Kalimantan (before 2017),0,,0,1,CMPNMRCNUM,IDDHS1991414030,1991,DHS,,288,,
IDN,Central Sulawesi,3129013,Number of pregnancies of 7+ months duration,164,0,ID,Indonesia,1991,ID1991DHS,CM_PNMR_C_NUM,63236040,D,414031,1414310,Region,..Central Sulawesi,0,,0,1,CMPNMRCNUM,IDDHS1991414031,1991,DHS,,349,,
IDN,Southeast Sulawesi,1210362,Number of pregnancies of 7+ months duration,123,0,ID,Indonesia,1991,ID1991DHS,CM_PNMR_C_NUM,63236040,D,414032,1414320,Region,..Southeast Sulawesi,0,,0,1,CMPNMRCNUM,IDDHS1991414032,1991,DHS,,322,,
IDN,Maluku,283730,Number of pregnancies of 7+ months duration,214,0,ID,Indonesia,1991,ID1991DHS,CM_PNMR_C_NUM,63236040,D,414034,1414340,Region,..Maluku,0,,0,1,CMPNMRCNUM,IDDHS1991414034,1991,DHS,,459,,
IDN,Papua,286516,Number of pregnancies of 7+ months duration,141,0,ID,Indonesia,1991,ID1991DHS,CM_PNMR_C_NUM,63236040,D,414036,1414360,Region,..Papua,0,,0,1,CMPNMRCNUM,IDDHS1991414036,1991,DHS,,311,,
IDN,Java-Bali,616294,Number of pregnancies of 7+ months duration (unweighted),4507,0,ID,Indonesia,1991,ID1991DHS,CM_PNMR_C_UNW,63236050,U,414000,1414000,Region,Java-Bali,0,,0,1,CMPNMRCUNW,IDDHS1991414000,1991,DHS,8175,,,
IDN,DKI Jakarta,282571,Number of pregnancies of 7+ months duration (unweighted),954,0,ID,Indonesia,1991,ID1991DHS,CM_PNMR_C_UNW,63236050,U,414001,1414010,Region,..DKI Jakarta,0,,0,1,CMPNMRCUNW,IDDHS1991414001,1991,DHS,571,,,
IDN,West Java,1057111,Number of pregnancies of 7+ months duration (unweighted),1043,0,ID,Indonesia,1991,ID1991DHS,CM_PNMR_C_UNW,63236050,U,414002,1414020,Region,..West Java,0,,0,1,CMPNMRCUNW,IDDHS1991414002,1991,DHS,3083,,,
IDN,Central Java,1052848,Number of pregnancies of 7+ months duration (unweighted),791,0,ID,Indonesia,1991,ID1991DHS,CM_PNMR_C_UNW,63236050,U,414003,1414030,Region,..Central Java,0,,0,1,CMPNMRCUNW,IDDHS1991414003,1991,DHS,2136,,,
IDN,DI Yogyakarta,2690112,Number of pregnancies of 7+ months duration (unweighted),515,0,ID,Indonesia,1991,ID1991DHS,CM_PNMR_C_UNW,63236050,U,414004,1414040,Region,..DI Yogyakarta,0,,0,1,CMPNMRCUNW,IDDHS1991414004,1991,DHS,158,,,
IDN,East Java,843958,Number of pregnancies of 7+ months duration (unweighted),673,0,ID,Indonesia,1991,ID1991DHS,CM_PNMR_C_UNW,63236050,U,414005,1414050,Region,..East Java,0,,0,1,CMPNMRCUNW,IDDHS1991414005,1991,DHS,2058,,,
IDN,Bali,903749,Number of pregnancies of 7+ months duration (unweighted),531,0,ID,Indonesia,1991,ID1991DHS,CM_PNMR_C_UNW,63236050,U,414007,1414070,Region,..Bali,0,,0,1,CMPNMRCUNW,IDDHS1991414007,1991,DHS,168,,,
IDN,Outer Java-Bali I,959800,Number of pregnancies of 7+ months duration (unweighted),7331,0,ID,Indonesia,1991,ID1991DHS,CM_PNMR_C_UNW,63236050,U,414008,1414080,Region,Outer Java-Bali I,0,,0,1,CMPNMRCUNW,IDDHS1991414008,1991,DHS,4400,,,
IDN,DI Aceh,284902,Number of pregnancies of 7+ months duration (unweighted),598,0,ID,Indonesia,1991,ID1991DHS,CM_PNMR_C_UNW,63236050,U,414009,1414090,Region,..DI Aceh,0,,0,1,CMPNMRCUNW,IDDHS1991414009,1991,DHS,293,,,
IDN,North Sumatera,404711,Number of pregnancies of 7+ months duration (unweighted),1115,0,ID,Indonesia,1991,ID1991DHS,CM_PNMR_C_UNW,63236050,U,414010,1414100,Region,..North Sumatera,0,,0,1,CMPNMRCUNW,IDDHS1991414010,1991,DHS,1042,,,
IDN,West Sumatera,282550,Number of pregnancies of 7+ months duration (unweighted),783,0,ID,Indonesia,1991,ID1991DHS,CM_PNMR_C_UNW,63236050,U,414011,1414110,Region,..West Sumatera,0,,0,1,CMPNMRCUNW,IDDHS1991414011,1991,DHS,372,,,
IDN,South Sumatera,283717,Number of pregnancies of 7+ months duration (unweighted),908,0,ID,Indonesia,1991,ID1991DHS,CM_PNMR_C_UNW,63236050,U,414012,1414120,Region,..South Sumatera,0,,0,1,CMPNMRCUNW,IDDHS1991414012,1991,DHS,649,,,
IDN,Lampung,2753534,Number of pregnancies of 7+ months duration (unweighted),702,0,ID,Indonesia,1991,ID1991DHS,CM_PNMR_C_UNW,63236050,U,414014,1414140,Region,..Lampung,0,,0,1,CMPNMRCUNW,IDDHS1991414014,1991,DHS,482,,,
IDN,West Nusa Tenggara,2740973,Number of pregnancies of 7+ months duration (unweighted),797,0,ID,Indonesia,1991,ID1991DHS,CM_PNMR_C_UNW,63236050,U,414015,1414150,Region,..West Nusa Tenggara,0,,0,1,CMPNMRCUNW,IDDHS1991414015,1991,DHS,334,,,
IDN,West Kalimantan,284912,Number of pregnancies of 7+ months duration (unweighted),748,0,ID,Indonesia,1991,ID1991DHS,CM_PNMR_C_UNW,63236050,U,414016,1414160,Region,..West Kalimantan,0,,0,1,CMPNMRCUNW,IDDHS1991414016,1991,DHS,342,,,
IDN,South Kalimantan,494494,Number of pregnancies of 7+ months duration (unweighted),502,0,ID,Indonesia,1991,ID1991DHS,CM_PNMR_C_UNW,63236050,U,414017,1414170,Region,..South Kalimantan,0,,0,1,CMPNMRCUNW,IDDHS1991414017,1991,DHS,203,,,
IDN,North Sulawesi,616295,Number of pregnancies of 7+ months duration (unweighted),334,0,ID,Indonesia,1991,ID1991DHS,CM_PNMR_C_UNW,63236050,U,414019,1414190,Region,..North Sulawesi,0,,0,1,CMPNMRCUNW,IDDHS1991414019,1991,DHS,127,,,
IDN,South Sulawesi,282573,Number of pregnancies of 7+ months duration (unweighted),844,0,ID,Indonesia,1991,ID1991DHS,CM_PNMR_C_UNW,63236050,U,414021,1414210,Region,..South Sulawesi,0,,0,1,CMPNMRCUNW,IDDHS1991414021,1991,DHS,557,,,
IDN,Outer Java-Bali II,2690227,Number of pregnancies of 7+ months duration (unweighted),3989,0,ID,Indonesia,1991,ID1991DHS,CM_PNMR_C_UNW,63236050,U,414023,1414230,Region,Outer Java-Bali II,0,,0,1,CMPNMRCUNW,IDDHS1991414023,1991,DHS,2041,,,
IDN,Riau,841870,Number of pregnancies of 7+ months duration (unweighted),411,0,ID,Indonesia,1991,ID1991DHS,CM_PNMR_C_UNW,63236050,U,414024,1414240,Region,..Riau,0,,0,1,CMPNMRCUNW,IDDHS1991414024,1991,DHS,384,,,
IDN,Jambi,283729,Number of pregnancies of 7+ months duration (unweighted),332,0,ID,Indonesia,1991,ID1991DHS,CM_PNMR_C_UNW,63236050,U,414025,1414250,Region,..Jambi,0,,0,1,CMPNMRCUNW,IDDHS1991414025,1991,DHS,198,,,
IDN,Bengkulu,903751,Number of pregnancies of 7+ months duration (unweighted),323,0,ID,Indonesia,1991,ID1991DHS,CM_PNMR_C_UNW,63236050,U,414026,1414260,Region,..Bengkulu,0,,0,1,CMPNMRCUNW,IDDHS1991414026,1991,DHS,116,,,
IDN,East Nusa Tenggara,2623994,Number of pregnancies of 7+ months duration (unweighted),355,0,ID,Indonesia,1991,ID1991DHS,CM_PNMR_C_UNW,63236050,U,414027,1414270,Region,..East Nusa Tenggara,0,,0,1,CMPNMRCUNW,IDDHS1991414027,1991,DHS,301,,,
IDN,East Timor,283727,Number of pregnancies of 7+ months duration (unweighted),556,0,ID,Indonesia,1991,ID1991DHS,CM_PNMR_C_UNW,63236050,U,414028,1414280,Region,..East Timor,0,,0,1,CMPNMRCUNW,IDDHS1991414028,1991,DHS,114,,,
IDN,Central Kalimantan,409338,Number of pregnancies of 7+ months duration (unweighted),283,0,ID,Indonesia,1991,ID1991DHS,CM_PNMR_C_UNW,63236050,U,414029,1414290,Region,..Central Kalimantan,0,,0,1,CMPNMRCUNW,IDDHS1991414029,1991,DHS,120,,,
IDN,East Kalimantan (before 2017),282574,Number of pregnancies of 7+ months duration (unweighted),288,0,ID,Indonesia,1991,ID1991DHS,CM_PNMR_C_UNW,63236050,U,414030,1414300,Region,..East Kalimantan (before 2017),0,,0,1,CMPNMRCUNW,IDDHS1991414030,1991,DHS,164,,,
IDN,Central Sulawesi,283733,Number of pregnancies of 7+ months duration (unweighted),349,0,ID,Indonesia,1991,ID1991DHS,CM_PNMR_C_UNW,63236050,U,414031,1414310,Region,..Central Sulawesi,0,,0,1,CMPNMRCUNW,IDDHS1991414031,1991,DHS,164,,,
IDN,Southeast Sulawesi,1128658,Number of pregnancies of 7+ months duration (unweighted),322,0,ID,Indonesia,1991,ID1991DHS,CM_PNMR_C_UNW,63236050,U,414032,1414320,Region,..Southeast Sulawesi,0,,0,1,CMPNMRCUNW,IDDHS1991414032,1991,DHS,123,,,
IDN,Maluku,2740974,Number of pregnancies of 7+ months duration (unweighted),459,0,ID,Indonesia,1991,ID1991DHS,CM_PNMR_C_UNW,63236050,U,414034,1414340,Region,..Maluku,0,,0,1,CMPNMRCUNW,IDDHS1991414034,1991,DHS,214,,,
IDN,Papua,494493,Number of pregnancies of 7+ months duration (unweighted),311,0,ID,Indonesia,1991,ID1991DHS,CM_PNMR_C_UNW,63236050,U,414036,1414360,Region,..Papua,0,,0,1,CMPNMRCUNW,IDDHS1991414036,1991,DHS,141,,,
IDN,Java-Bali,3949064,Neonatal mortality rate,33,0,ID,Indonesia,1994,ID1994DHS,CM_ECMR_C_NNR,63206010,I,414000,1414000,Region,Java-Bali,14003,Ten years preceding the survey,0,1,CMECMRCNNR,IDDHS1994414000,1994,DHS,,,27,38
IDN,DKI Jakarta,1246115,Neonatal mortality rate,16,0,ID,Indonesia,1994,ID1994DHS,CM_ECMR_C_NNR,63206010,I,414001,1414010,Region,..DKI Jakarta,14003,Ten years preceding the survey,0,1,CMECMRCNNR,IDDHS1994414001,1994,DHS,,,10,22
IDN,West Java,1232465,Neonatal mortality rate,44,0,ID,Indonesia,1994,ID1994DHS,CM_ECMR_C_NNR,63206010,I,414002,1414020,Region,..West Java,14003,Ten years preceding the survey,0,1,CMECMRCNNR,IDDHS1994414002,1994,DHS,,,34,53
IDN,Central Java,284637,Neonatal mortality rate,24,0,ID,Indonesia,1994,ID1994DHS,CM_ECMR_C_NNR,63206010,I,414003,1414030,Region,..Central Java,14003,Ten years preceding the survey,0,1,CMECMRCNNR,IDDHS1994414003,1994,DHS,,,15,33
IDN,DI Yogyakarta,1224802,Neonatal mortality rate,15,0,ID,Indonesia,1994,ID1994DHS,CM_ECMR_C_NNR,63206010,I,414004,1414040,Region,..DI Yogyakarta,14003,Ten years preceding the survey,0,1,CMECMRCNNR,IDDHS1994414004,1994,DHS,,,7,22
IDN,East Java,1299861,Neonatal mortality rate,31,0,ID,Indonesia,1994,ID1994DHS,CM_ECMR_C_NNR,63206010,I,414005,1414050,Region,..East Java,14003,Ten years preceding the survey,0,1,CMECMRCNNR,IDDHS1994414005,1994,DHS,,,19,44
IDN,Bali,1305591,Neonatal mortality rate,23,0,ID,Indonesia,1994,ID1994DHS,CM_ECMR_C_NNR,63206010,I,414007,1414070,Region,..Bali,14003,Ten years preceding the survey,0,1,CMECMRCNNR,IDDHS1994414007,1994,DHS,,,11,35
IDN,Outer Java-Bali I,282278,Neonatal mortality rate,33,0,ID,Indonesia,1994,ID1994DHS,CM_ECMR_C_NNR,63206010,I,414008,1414080,Region,Outer Java-Bali I,14003,Ten years preceding the survey,0,1,CMECMRCNNR,IDDHS1994414008,1994,DHS,,,29,37
IDN,DI Aceh,283500,Neonatal mortality rate,33,0,ID,Indonesia,1994,ID1994DHS,CM_ECMR_C_NNR,63206010,I,414009,1414090,Region,..DI Aceh,14003,Ten years preceding the survey,0,1,CMECMRCNNR,IDDHS1994414009,1994,DHS,,,22,44
IDN,North Sumatera,286285,Neonatal mortality rate,38,0,ID,Indonesia,1994,ID1994DHS,CM_ECMR_C_NNR,63206010,I,414010,1414100,Region,..North Sumatera,14003,Ten years preceding the survey,0,1,CMECMRCNNR,IDDHS1994414010,1994,DHS,,,26,50
IDN,West Sumatera,1262227,Neonatal mortality rate,28,0,ID,Indonesia,1994,ID1994DHS,CM_ECMR_C_NNR,63206010,I,414011,1414110,Region,..West Sumatera,14003,Ten years preceding the survey,0,1,CMECMRCNNR,IDDHS1994414011,1994,DHS,,,19,36
IDN,South Sumatera,1273622,Neonatal mortality rate,26,0,ID,Indonesia,1994,ID1994DHS,CM_ECMR_C_NNR,63206010,I,414012,1414120,Region,..South Sumatera,14003,Ten years preceding the survey,0,1,CMECMRCNNR,IDDHS1994414012,1994,DHS,,,16,35
IDN,Lampung,282332,Neonatal mortality rate,13,0,ID,Indonesia,1994,ID1994DHS,CM_ECMR_C_NNR,63206010,I,414014,1414140,Region,..Lampung,14003,Ten years preceding the survey,0,1,CMECMRCNNR,IDDHS1994414014,1994,DHS,,,7,19
IDN,West Nusa Tenggara,283502,Neonatal mortality rate,46,0,ID,Indonesia,1994,ID1994DHS,CM_ECMR_C_NNR,63206010,I,414015,1414150,Region,..West Nusa Tenggara,14003,Ten years preceding the survey,0,1,CMECMRCNNR,IDDHS1994414015,1994,DHS,,,33,59
IDN,West Kalimantan,1235942,Neonatal mortality rate,43,0,ID,Indonesia,1994,ID1994DHS,CM_ECMR_C_NNR,63206010,I,414016,1414160,Region,..West Kalimantan,14003,Ten years preceding the survey,0,1,CMECMRCNNR,IDDHS1994414016,1994,DHS,,,32,54
IDN,South Kalimantan,1261538,Neonatal mortality rate,42,0,ID,Indonesia,1994,ID1994DHS,CM_ECMR_C_NNR,63206010,I,414017,1414170,Region,..South Kalimantan,14003,Ten years preceding the survey,0,1,CMECMRCNNR,IDDHS1994414017,1994,DHS,,,26,57
IDN,North Sulawesi,284690,Neonatal mortality rate,21,0,ID,Indonesia,1994,ID1994DHS,CM_ECMR_C_NNR,63206010,I,414019,1414190,Region,..North Sulawesi,14003,Ten years preceding the survey,0,1,CMECMRCNNR,IDDHS1994414019,1994,DHS,,,12,29
